text,label
$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,sadness
$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,joy and happiness
"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless",joy and happiness
&amp; I'll actually shoot somebody if I have to not just draw down or expose it to somebody to scare them 😮#Charles,fear and worry
&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit 💯..,sadness
&amp;&amp;the night continues!  w/ my fav mazie; kristina; ericka &amp;&amp; robin!,joy and happiness
"&gt;&gt;Why did the Blonde Keep failing her drivers license test--------&gt;&gt;&gt;&gt;&gt;Everytime they stopped, she jumped in the back seat.",sadness
&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,fear and worry
&lt;----------- is listening the FUCK out of Lamb of God,joy and happiness
&lt;3 alayellow,joy and happiness
&lt;3 KoRn... You guys are champions of the world,joy and happiness
&lt;3 ryan baby iloveyopu xxx &lt;3 10 days kayleigh baby lymz cntt waiit,joy and happiness
&lt;-----bored to death,sadness
&lt;--has no internet for the weekend,sadness
&lt;i&gt;Waiting For Natie to come online I miss him,sadness
"&quot;...you'll never have to be alone; i love you, and that's all i really know...&quot;",joy and happiness
&quot;@tracecyrus&quot;have you the e-mail from Miley ???? I want to write with her but I cant,fear and worry
&quot;And now my mom and her friend are drinking.. Greatt..&quot;,fear and worry
"&quot;Bad words are a crutch, they lead to tattoos and peircings!&quot;  Hahahaha!",joy and happiness
&quot;Brides a la mode&quot; pow wow first thing this morning   This past weekend's lovely wedding fresh in my mind... pics soon!,joy and happiness
&quot;Can't a Stevie wonder?&quot; gabe just called me sleepypants gaby.,joy and happiness
"&quot;Completely dishwasher safe, except that the pattern might come off.&quot; Blue Coat humour at its best  Three cheers for Viz",joy and happiness
&quot;dream of a better world because it's coming&quot; -someone could live off of those words dude,joy and happiness
&quot;Friends are the same soul different bodies.&quot; Plato,fear and worry
&quot;He was interesting..and brilliant..and mysterious..and perfect..and beautiful..and possibly able to lift full-sized vans with one hand&quot;,joy and happiness
&quot;how do you like them apples&quot; is from the movie Rio Bravo. Good Will Hunting make a lot more sense now.,joy and happiness
&quot;I can givee you anything but lovee&quot; - Daniel Schuhmacher,joy and happiness
"&quot;I don't like Monday, i wish it were sunday, cause that's my fun day.&quot;  that was my freaking jam when i was little.   i miss it.",joy and happiness
&quot;i hear its wonderful in california.&quot;,joy and happiness
&quot;I love knowledge. I love thinkin. Fressshman. Fressshman.&quot; pellericious math song,joy and happiness
"&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart.&quot;",sadness
&quot;I think you should know this. He's going to break up with you. And I just had to tell you. I'm sorry. I know you love him.&quot;,fear and worry
&quot;I want you in my mouth and my butthole b!tch&quot; mm jeffree rawks,joy and happiness
&quot;I will stumble.. I will fall down... But I will not be moved  &quot;,joy and happiness
"&quot;I'll see you again yeah?&quot; &quot;Its up to you&quot; &quot;I guarantee you will, i dont want to wait to long not seeing you&quot; fuckin fruit basket! Hahaha",fear and worry
"&quot;Isn't she lovely? Isn't she beautiful?&quot; Sorry Stevie, you're not really in a position to make that judgement  #steviewonder",fear and worry
"&quot;Its a calander.&quot;Calendar!&quot; COLLANDER!&quot; Bahaha, That part was hilarious, of course, the whole thing was hilarious",fear and worry
&quot;It's not rape if you scream surprise first.&quot; - my customer just said to me. Haha.  (via @OMGitsJessieLee)LMAO,joy and happiness
&quot;leave the pieces&quot; - the wreckers... hmm,joy and happiness
&quot;locked up abroad&quot; makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo,anger
&quot;my name is Tony!!!!!! ...not hey!!!!&quot; -  poor tony,fear and worry
&quot;My problem isn't that I miss you... 'cause I don't&quot;,sadness
"&quot;NAPPY'S&quot; da new &quot;N&quot; word....by da way, iLove my &quot;NAPPY&quot; braids  iGot &quot;HANG-TIME&quot; homie lol",joy and happiness
&quot;Never give up on something you can't go a day without thinking about.&quot; I like that quote.,joy and happiness
&quot;No more sorrow&quot;! by: Linkin Park....,fear and worry
"&quot;No offense, but your hair is bad today.&quot; Life isn't worth living anymore   Nothing hurts quite like hair insults. *cries into pillow*",fear and worry
&quot;Ooh-ooh... it's SHINY&quot;. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up,joy and happiness
&quot;Puke In My Mouth&quot; the brilliant response to Jizz In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong,fear and worry
"&quot;She threatened me, I patronized her, we didn't have anything to eat, but I thought there was a connection.&quot;    Movie night.",joy and happiness
"&quot;sometime around midnight&quot; by The Airborne Toxic Event, literally cannot escape it. FML",fear and worry
&quot;Stop your twittering&quot; - Maryland cookies #bgt,fear and worry
"&quot;suprised&quot; mom with a cake and a present, because it's mother's day!  dad had bought flowers. : &gt;",joy and happiness
&quot;The weather outside is weather&quot; hahah made me feel better,joy and happiness
"&quot;Then It HappenED&quot;, sorry. Watching a movie with some friends in a while!  Fun fun!",joy and happiness
"&quot;Thick as pig shit - went to Oxford&quot; - Helena's (Cantab) friend's description of me to her boyfriend, yesterday...",joy and happiness
"&quot;Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.&quot; I'm in good company.",joy and happiness
&quot;We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet&quot; finding nemo,joy and happiness
"&quot;you can ride one, you can catch one, but its not summer til you pop open one&quot;  ?",joy and happiness
&quot;your true theatre calling? - musical theatre actor&quot;  i wish :'( xxx,fear and worry
((things that grind my gears: people drawing gideon gleeful skinny,joy and happiness
"(@CoxRocks) Ha, the lead singer gave me a high five and i got one of their guitar pics!",joy and happiness
"(@danielleejonas) UGH, i love tila. haters need to shut up",joy and happiness
(@gbsinkers) Oh snap!  Just broke my windshield while replacing my wiper blades.,fear and worry
(@isabelmariee) oh snap,sadness
(@JMBuckett) Oh snap... kinda nuts right now... @basedmagazine:  I've told at least 27  Thanks babes.,joy and happiness
(@MeowMeowHotMix) My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,sadness
(@wendyisastar) @melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.,joy and happiness
(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,sadness
(2/2) everything but finacially we just dont have it,fear and worry
(bullhorn] tell ur friends 2 follow me  come onnnnnnnnnnnn ppl,fear and worry
(bye) plurk out muna. will be back when im done reading the book  http://plurk.com/p/rq9c7,sadness
(cont) when @justben told him that I love beans on toast. SO CUTE!,joy and happiness
"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd",sadness
(L) ice grande half-sweet French vanilla soy milk from Starbucks means summaa's coming !!!,joy and happiness
"(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island.",anger
(sigh) guess we're not gonna meet up today.,sadness
(SINGZ) SO I THINK IM JST ABT DONE BEING UR GIRRRLFRIEND....IM LEAVIN....IM LEAVIN! JST LOVE CM!,sadness
(that was a  btw -_-),sadness
(whisper) I cannot frown.,anger
(whisper) I cannot frown.,sadness
* My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlova.. http://twitpic.com/67hac,fear and worry
*[ It's time for TSCC!  ],joy and happiness
*cough cough hack hack,fear and worry
*eekkk* back to work,sadness
*flop* back after going out to bag #geocache GC1QR2R nice hide.,fear and worry
*gets crushes on fictional and animated characters instead if real people*,joy and happiness
"*in the car with mariah, the bass is literally shaking the windows, hard rap blasting, no one is talking, looking straight ahead*",fear and worry
*meow* a week ago today @sevilla90 was here and we were road trippin,fear and worry
*moment of silence* for the Budget i'm bout to b on  I spend wayyy to much $$$.... OMG! I'm on a Budget?!?!,fear and worry
*PEN JAM CLEARED* CLICK!,joy and happiness
*pokes and runs away* ... I WANT SUGAR !,joy and happiness
*sad face* project-m keeps crashing my itunes,fear and worry
*shriek* Bee almost flew here from window. I'm not afraid of spiders or zombies in my dreams..But I run when bee is in same room with me.,fear and worry
*Sigh*  #saddness #afterellen #shitsucks,sadness
*Sigh* #depression #saddness #afterellen #shitsucks,sadness
*sigh* another two out fly out for Papi,fear and worry
*sigh* i always disappoint people who get in my way...  everyone .. i'm OUT.. i might disappoint everyone else here..,fear and worry
*sigh* I'm going to bed... I just don't feel right anymore...,sadness
*sigh* Last day at work. I has an sadifying in my heartparts.,sadness
"*sigh* my @ubank USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet",sadness
*sigh* Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. Don't let the twitterbugz bite..,fear and worry
*sighs* My head hurts.  Does anyone know if you can mix Benadryl with Claritin if you're already taking it with Sudafed?,fear and worry
*sits at the airport waiting for @DenalisAngel to get here*..I got in early to surprise her and i can't find her,fear and worry
*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness
"*uh* totally forgot the gentoo reinstallation  don't know what i should backup. the make.conf, my home and /boot. nothing else..?",fear and worry
*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,joy and happiness
"*wants body to look a certain way*\n*eats 3 cookies, mac n cheese, kitchen sink, and small neighbor child*",sadness
*yaaaawwwwnnnn* thx to bank holiday... let's see what today has prepared for us...,joy and happiness
"*YAAAWN* Stayed up too late last night, still gotta work &amp; get up super early tomorrow",fear and worry
*ZETH voice*: Hit The Target \n (holds up upside down cheering towel),joy and happiness
",,,checked del's new blogsite!!! YAHOO!!! im just excited to what it will bring  go del!",fear and worry
